,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,ingredient_id,db_cocktail_ingredient_name,db_ingredient_name
94,14.80,ml,Honey syrup (2:1),General,0,16,Mr. Swizzle,970,honey syrup (2:1),honey syrup
95,22.20,ml,Lemon juice,General,0,16,Mr. Swizzle,1085,lemon juice,lemon juice
96,2,ds,Orange bitters,General,0,16,Mr. Swizzle,1264,orange bitters,orange bitters
97,1,sli,Lemon,Garnish,11,16,Mr. Swizzle,1079,lemon,lemon
98,44.40,ml,"Gin, Beefeater",Gin,1,17,The Music Orange,823,"gin, beefeater","gin, beefeater"
99,44.40,ml,Orange juice,General,0,17,The Music Orange,1275,orange juice,orange juice
100,29.60,ml,Lemon juice,General,0,17,The Music Orange,1085,lemon juice,lemon juice
101,14.80,ml,"Falernum, Velvet Falernum (John D. Taylor's)",Liqueur,10,17,The Music Orange,748,"falernum, velvet falernum (john d. taylor's)","falernum, velvet falernum (john d. taylor's)"
102,7.40,ml,Egg white,General,0,17,The Music Orange,730,egg white,egg
103,3,ds,"Bitters, Angostura",General,0,17,The Music Orange,73,"bitters, angostura",bitters
104,44.40,ml,"Bourbon, Bulleit",Whisky,4,18,Mustache Ride,325,"bourbon, bulleit","bourbon, bulleit"
105,14.80,ml,Cynar,Liqueur,10,18,Mustache Ride,653,cynar,cynar
106,22.20,ml,Lemon juice,General,0,18,Mustache Ride,1085,lemon juice,lemon juice
107,14.80,ml,Grade B maple syrup,General,0,18,Mustache Ride,1160,grade b maple syrup,maple syrup
108,14.80,ml,"Allspice Dram, St. Elizabeth",Liqueur,10,18,Mustache Ride,25,"allspice dram, st. elizabeth","allspice dram, st. elizabeth"
109,1,twst,Lemon peel,Garnish,11,18,Mustache Ride,1087,lemon peel,lemon peel
110,1,,Cherry,Garnish,11,18,Mustache Ride,450,cherry,cherry
111,29.60,ml,Blanco Tequila,Tequila,6,19,Nacho Sour,270,blanco tequila,blanco tequila
112,29.60,ml,Licor 43,Liqueur,10,19,Nacho Sour,1097,licor 43,licor 43
113,14.80,ml,Lime juice,General,0,19,Nacho Sour,1118,lime juice,lime juice
114,14.80,ml,Lemon juice,General,0,19,Nacho Sour,1085,lemon juice,lemon juice
115,14.80,ml,Egg white (whisked),General,0,19,Nacho Sour,730,egg white (whisked),egg
116,1,rinse,"Mezcal, Del Maguey Vida",Mezcal,20,19,Nacho Sour,1203,"mezcal, del maguey vida","mezcal, del maguey vida"
117,1,t,Rich simple syrup 2:1,General,0,19,Nacho Sour,1656,rich simple syrup 2:1,simple syrup
118,1,dr,Bitters,General,0,19,Nacho Sour,208,bitters,bitters
119,1,twst,Lime peel,General,0,19,Nacho Sour,1122,lime peel,lime peel
120,59.10,ml,"Gin, Tanqueray Rangpur",Gin,1,20,Nandakhal,862,"gin, tanqueray rangpur","gin, tanqueray rangpur"
121,14.80,ml,Lime juice,General,0,20,Nandakhal,1118,lime juice,lime juice
122,7.40,ml,"Blue Curaçao, Bols",Liqueur,10,20,Nandakhal,300,"blue curaçao, bols","blue curaçao, bols"
123,2,dr,"Cardamom bitters, Scrappy's",General,0,20,Nandakhal,420,"cardamom bitters, scrappy's",cardamom bitters
124,2,dr,"Lemon Tree Bitters, Bittercube",General,0,20,Nandakhal,1089,"lemon tree bitters, bittercube","lemon tree bitters, bittercube"
125,118.30,ml,Tonic water,General,0,20,Nandakhal,1787,tonic water,tonic water
126,1,wdg,Lime,General,0,20,Nandakhal,1113,lime,lime
127,59.10,ml,Gin,Gin,1,21,The Narcissist,802,gin,gin
128,22.20,ml,Lime juice,General,0,21,The Narcissist,1118,lime juice,lime juice
129,1,spl,Ginger beer,General,0,21,The Narcissist,869,ginger beer,ginger beer
130,1,spl,Crème de Violette,Liqueur,10,21,The Narcissist,635,crème de violette,crème de violette
131,1,lf,Shiso (muddled),General,0,21,The Narcissist,1653,shiso (muddled),shiso (muddled)
132,29.60,ml,Apple Brandy,Brandy,5,22,Nassau Street Cocktail,86,apple brandy,apple brandy
133,29.60,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,22,Nassau Street Cocktail,1734,"sweet vermouth, carpano punt e mes","sweet vermouth, carpano punt e mes"
134,29.60,ml,Cynar,Liqueur,10,22,Nassau Street Cocktail,653,cynar,cynar
135,2,ds,Peychaud's Bitters,General,0,22,Nassau Street Cocktail,1389,peychaud's bitters,peychaud's bitters
136,1,,Maraschino cherry,Garnish,11,22,Nassau Street Cocktail,450,maraschino cherry,cherry
137,44.40,ml,Gin,Gin,1,23,Navy Fizz,802,gin,gin
138,1,sli,Nectarine,General,0,23,Navy Fizz,1234,nectarine,nectarine
139,2,spg,Rosemary,Garnish,11,23,Navy Fizz,1546,rosemary,rosemary
140,22.20,ml,Campari,Liqueur,10,23,Navy Fizz,395,campari,campari
141,22.20,ml,Simple syrup,General,0,23,Navy Fizz,1656,simple syrup,simple syrup
142,22.20,ml,Lemon juice,General,0,23,Navy Fizz,1085,lemon juice,lemon juice
143,59.10,ml,Soda water (to top),General,0,23,Navy Fizz,1671,soda water (to top),water
144,29.60,ml,"Gin, Plymouth Navy Strength",Gin,1,24,Naval Gimlet,852,"gin, plymouth navy strength","gin, plymouth navy strength"
145,29.60,ml,"Lime cordial, Rose's",General,0,24,Naval Gimlet,1117,"lime cordial, rose's","lime cordial, rose's"
146,22.20,ml,Absinthe,Spirits,21,25,Necromancer,1,absinthe,absinthe
147,22.20,ml,"Aromatized wine, Lillet Blanc",Wine,8,25,Necromancer,132,"aromatized wine, lillet blanc","aromatized wine, lillet blanc"
148,22.20,ml,"Elderflower liqueur, St. Germain",Liqueur,10,25,Necromancer,738,"elderflower liqueur, st. germain","elderflower liqueur, st. germain"
149,22.20,ml,Lemon juice,General,0,25,Necromancer,1085,lemon juice,lemon juice
150,1,ds,Gin,Gin,1,25,Necromancer,802,gin,gin
151,44.40,ml,"Añejo tequila, Pueblo Viejo",Tequila,6,26,Nectar o(ld) f(ashioned) The Gods,149,"añejo tequila, pueblo viejo","añejo tequila, pueblo viejo"
152,14.80,ml,"Mezcal, Del Maguey",Mezcal,20,26,Nectar o(ld) f(ashioned) The Gods,1202,"mezcal, del maguey","mezcal, del maguey"
153,7.40,ml,Agave Syrup,General,0,26,Nectar o(ld) f(ashioned) The Gods,14,agave syrup,agave syrup
154,2,ds,Grapefruit bitters (Bittermen's Hopped Grapefruit),General,0,26,Nectar o(ld) f(ashioned) The Gods,906,grapefruit bitters (bittermen's hopped grapefruit),grapefruit bitters
155,1,ds,"Bitters, Angostura",General,0,26,Nectar o(ld) f(ashioned) The Gods,73,"bitters, angostura",bitters
156,44.40,ml,Gin (Extra credit if navy proof (57%)),Gin,1,27,NeGrogni,807,gin (extra credit if navy proof (57%)),gin (extra credit if navy proof (57%))
157,29.60,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,27,NeGrogni,1734,"sweet vermouth, carpano punt e mes","sweet vermouth, carpano punt e mes"
158,29.60,ml,Campari,Liqueur,10,27,NeGrogni,395,campari,campari
159,29.60,ml,White grapefruit juice,General,0,27,NeGrogni,909,white grapefruit juice,ice
160,29.60,ml,Lime juice,General,0,27,NeGrogni,1118,lime juice,lime juice
161,29.60,ml,Ginger syrup,General,0,27,NeGrogni,879,ginger syrup,ginger syrup
162,37.00,ml,Byrrh,Wine,8,28,Negroadie,373,byrrh,byrrh
163,37.00,ml,Blanco Tequila,Tequila,6,28,Negroadie,270,blanco tequila,blanco tequila
164,37.00,ml,Campari,Liqueur,10,28,Negroadie,395,campari,campari
165,44.40,ml,Gin,Gin,1,29,Negroni Club,802,gin,gin
166,22.20,ml,Lemon juice,General,0,29,Negroni Club,1085,lemon juice,lemon juice
167,14.80,ml,Sweet vermouth,Wine,8,29,Negroni Club,1729,sweet vermouth,sweet vermouth
168,14.80,ml,Campari,Liqueur,10,29,Negroni Club,395,campari,campari
169,14.80,ml,Raspberry syrup,General,0,29,Negroni Club,1479,raspberry syrup,raspberry syrup
170,1,ds,Peychaud's Bitters,General,0,29,Negroni Club,1389,peychaud's bitters,peychaud's bitters
171,1,,Egg white,General,0,29,Negroni Club,730,egg white,egg
172,22.20,ml,Gin,Gin,1,30,Negroni Crusta,802,gin,gin
173,22.20,ml,Sweet vermouth,Wine,8,30,Negroni Crusta,1729,sweet vermouth,sweet vermouth
174,22.20,ml,Campari,Liqueur,10,30,Negroni Crusta,395,campari,campari
175,7.40,ml,Curaçao,Liqueur,10,30,Negroni Crusta,648,curaçao,curaçao
176,7.40,ml,Maraschino Liqueur,Liqueur,10,30,Negroni Crusta,1162,maraschino liqueur,maraschino liqueur
177,7.40,ml,Lemon juice,General,0,30,Negroni Crusta,1085,lemon juice,lemon juice
178,1,ds,"Bitters, Angostura",General,0,30,Negroni Crusta,73,"bitters, angostura",bitters
179,1,twst,Lemon peel,Garnish,11,30,Negroni Crusta,1087,lemon peel,lemon peel
180,1,,Sugar (For rimming the glass),General,0,30,Negroni Crusta,1718,sugar (for rimming the glass),sugar
181,29.60,ml,Gin,Gin,1,31,Negroni Grog,802,gin,gin
182,29.60,ml,Sweet vermouth,Wine,8,31,Negroni Grog,1729,sweet vermouth,sweet vermouth
183,29.60,ml,Campari,Liqueur,10,31,Negroni Grog,395,campari,campari
184,22.20,ml,Grapefruit juice,General,0,31,Negroni Grog,909,grapefruit juice,grapefruit juice
185,22.20,ml,Lime juice,General,0,31,Negroni Grog,1118,lime juice,lime juice
186,22.20,ml,Honey syrup (1:1),General,0,31,Negroni Grog,970,honey syrup (1:1),honey syrup
187,7.40,ml,Allspice Dram,Liqueur,10,31,Negroni Grog,23,allspice dram,allspice dram
188,29.60,ml,Soda water (Not included in the shake),General,0,31,Negroni Grog,1671,soda water (not included in the shake),water
189,59.10,ml,Gin,Gin,1,32,Negroni Sans,802,gin,gin
190,14.80,ml,"Sweet vermouth, Cocchi Vermouth di Torino",Wine,8,32,Negroni Sans,1739,"sweet vermouth, cocchi vermouth di torino","sweet vermouth, cocchi vermouth di torino"
191,14.80,ml,"Dry vermouth, Dolin",Wine,8,32,Negroni Sans,710,"dry vermouth, dolin","dry vermouth, dolin"
192,99.80,ml,Sanbitter,General,0,32,Negroni Sans,1618,sanbitter,sanbitter
193,7.40,ml,Lime juice,General,0,32,Negroni Sans,1118,lime juice,lime juice
194,44.40,ml,Scotch,Whisky,4,33,New Nails,1622,scotch,scotch
195,14.80,ml,"Jamaican rum, Smith & Cross",Rum,2,33,New Nails,1031,"jamaican rum, smith & cross","jamaican rum, smith & cross"
196,14.80,ml,Drambuie,Liqueur,10,33,New Nails,696,drambuie,drambuie
197,14.80,ml,Swedish Punsch,Liqueur,10,33,New Nails,1726,swedish punsch,swedish punsch
198,2,ds,"Bitters, Angostura",General,0,33,New Nails,73,"bitters, angostura",bitters
199,2,ds,Absinthe,Spirits,21,33,New Nails,1,absinthe,absinthe
200,1,twst,Orange peel,Garnish,11,33,New Nails,1290,orange peel,orange peel
201,59.10,ml,Bourbon,Whisky,4,34,New York Stone Sour,320,bourbon,bourbon
202,14.80,ml,Lemon juice,General,0,34,New York Stone Sour,1085,lemon juice,lemon juice
203,7.40,ml,Orange juice,General,0,34,New York Stone Sour,1275,orange juice,orange juice
204,1,t,Sugar,General,0,34,New York Stone Sour,1718,sugar,sugar
205,14.80,ml,Red wine,Wine,8,34,New York Stone Sour,1486,red wine,red wine
206,1,t,Brown Sugar,General,0,35,Newton's Law (apple butter variation),361,brown sugar,brown sugar
207,1,t,Water (Hot),General,0,35,Newton's Law (apple butter variation),1845,water (hot),water
208,44.40,ml,Bourbon,Whisky,4,35,Newton's Law (apple butter variation),320,bourbon,bourbon
209,14.80,ml,Lemon juice,General,0,35,Newton's Law (apple butter variation),1085,lemon juice,lemon juice
210,2,t,Apple butter,General,0,35,Newton's Law (apple butter variation),93,apple butter,apple butter
211,25.90,ml,"Mezcal, Ilegal",Mezcal,20,36,Nice Bitter Toast,1205,"mezcal, ilegal","mezcal, ilegal"
212,14.80,ml,"Tequila, Tromba",Tequila,6,36,Nice Bitter Toast,1774,"tequila, tromba","tequila, tromba"
213,14.80,ml,Cynar,Liqueur,10,36,Nice Bitter Toast,653,cynar,cynar
214,25.90,ml,Lemon juice,General,0,36,Nice Bitter Toast,1085,lemon juice,lemon juice
215,14.80,ml,Simple syrup,General,0,36,Nice Bitter Toast,1656,simple syrup,simple syrup
216,1,t,Marmalade (Carrot marmalade optional),General,0,36,Nice Bitter Toast,1165,marmalade (carrot marmalade optional),marmalade
217,1,,Egg white,General,0,36,Nice Bitter Toast,730,egg white,egg
218,29.60,ml,Gin (London or Holland dry),Gin,1,37,Nicole Bettinger,811,gin (london or holland dry),gin (london or holland dry)
219,29.60,ml,Bianco Vermouth,Wine,8,37,Nicole Bettinger,194,bianco vermouth,bianco vermouth
220,22.20,ml,Kirschwasser,Brandy,5,37,Nicole Bettinger,1051,kirschwasser,kirschwasser
221,22.20,ml,Drambuie,Liqueur,10,37,Nicole Bettinger,696,drambuie,drambuie
222,51.80,ml,Bourbon,Whisky,4,38,Night Tripper,320,bourbon,bourbon
223,22.20,ml,Averna,Liqueur,10,38,Night Tripper,137,averna,averna
224,7.40,ml,Strega,Liqueur,10,38,Night Tripper,1716,strega,strega
225,2,ds,Peychaud's Bitters,General,0,38,Night Tripper,1389,peychaud's bitters,peychaud's bitters
226,1,twst,Orange peel,General,0,38,Night Tripper,1289,orange peel,orange peel
227,44.40,ml,"Rye, Rittenhouse 100",Whisky,4,39,Night Ranger,1600,"rye, rittenhouse 100","rye, rittenhouse 100"
228,14.80,ml,Cardamaro,Wine,8,39,Night Ranger,418,cardamaro,cardamaro
229,1,t,Grenadine (cardamom grenadine),General,0,39,Night Ranger,933,grenadine (cardamom grenadine),grenadine
230,1,ds,"Bitters, Fee Brothers Whiskey Barrel Aged",Whisky,4,39,Night Ranger,243,"bitters, fee brothers whiskey barrel aged","bitters, fee brothers whiskey barrel aged"
231,29.60,ml,Aperol,Liqueur,10,40,No. 67,82,aperol,aperol
232,22.20,ml,"Mezcal, Del Maguey Vida",Mezcal,20,40,No. 67,1203,"mezcal, del maguey vida","mezcal, del maguey vida"
233,14.80,ml,Fernet Branca,Spirits,21,40,No. 67,755,fernet branca,fernet branca
234,59.10,ml,Ginger beer,General,0,40,No. 67,869,ginger beer,ginger beer
235,2,ds,"Bitters, 5 by 5 Aged Citrus",General,0,40,No. 67,210,"bitters, 5 by 5 aged citrus","bitters, 5 by 5 aged citrus"
236,1,twst,Orange peel,General,0,40,No. 67,1289,orange peel,orange peel
237,22.20,ml,Grenadine,General,0,41,No Rose Nick,933,grenadine,grenadine
238,29.60,ml,Lime juice,General,0,41,No Rose Nick,1118,lime juice,lime juice
239,44.40,ml,"Applejack, Lairds",Brandy,5,41,No Rose Nick,103,"applejack, lairds","applejack, lairds"
240,14.80,ml,Baska Snaps,Spirits,21,41,No Rose Nick,173,baska snaps,baska snaps
241,59.10,ml,"Blanco tequila, Milagro",Tequila,6,42,No Problem w/ This 1,270,"blanco tequila, milagro","blanco tequila, milagro"
242,14.80,ml,Aperol,Liqueur,10,42,No Problem w/ This 1,82,aperol,aperol
243,14.80,ml,Strawberry/Raspberry shrub,General,0,42,No Problem w/ This 1,1704,strawberry/raspberry shrub,strawberry
244,7.40,ml,Lime juice,General,0,42,No Problem w/ This 1,1118,lime juice,lime juice
245,4,dr,"Bitters, Scrappy's Lime",General,0,42,No Problem w/ This 1,1115,"bitters, scrappy's lime",lime
246,44.40,ml,Gin,Gin,1,43,North of Sunset,802,gin,gin
247,29.60,ml,Dry vermouth,Wine,8,43,North of Sunset,708,dry vermouth,dry vermouth
248,7.40,ml,Strega,Liqueur,10,43,North of Sunset,1716,strega,strega
249,7.40,ml,Raspberry syrup,General,0,43,North of Sunset,1479,raspberry syrup,raspberry syrup
250,1,bsp,Maraschino Liqueur,Liqueur,10,43,North of Sunset,1162,maraschino liqueur,maraschino liqueur
251,1,twst,Lemon peel,Garnish,11,43,North of Sunset,1087,lemon peel,lemon peel
252,39.40,ml,"Aquavit, Linie",Spirits,21,44,Norwegian Plum,119,"aquavit, linie","aquavit, linie"
253,14.80,ml,"Bitters, Fee Brothers Plum",General,0,44,Norwegian Plum,1432,"bitters, fee brothers plum",plum
254,22.20,ml,Lemon juice,General,0,44,Norwegian Plum,1085,lemon juice,lemon juice
255,14.80,ml,Simple syrup (1:1),General,0,44,Norwegian Plum,1656,simple syrup (1:1),simple syrup
256,37.00,ml,Gin,Gin,1,45,Not Even the Rain,802,gin,gin
257,37.00,ml,Fino sherry (or Manzanilla),Wine,8,45,Not Even the Rain,763,fino sherry (or manzanilla),sherry
258,7.40,ml,Bénédictine,General,0,45,Not Even the Rain,375,bénédictine,bénédictine
259,7.40,ml,Apricot liqueur,Liqueur,10,45,Not Even the Rain,109,apricot liqueur,apricot liqueur
260,1,ds,Orange bitters,General,0,45,Not Even the Rain,1264,orange bitters,orange bitters
261,1,twst,Orange peel,Garnish,11,45,Not Even the Rain,1290,orange peel,orange peel
262,22.20,ml,"Rye, Rittenhouse",Whisky,4,46,Notte Bene Sour,1599,"rye, rittenhouse","rye, rittenhouse"
263,22.20,ml,Spanish brandy,Brandy,5,46,Notte Bene Sour,1680,spanish brandy,spanish brandy
264,22.20,ml,Grapefruit juice,General,0,46,Notte Bene Sour,909,grapefruit juice,grapefruit juice
265,14.80,ml,Del Capo,Liqueur,10,46,Notte Bene Sour,674,del capo,del capo
266,14.80,ml,CioCiaro,Liqueur,10,46,Notte Bene Sour,511,ciociaro,ciociaro
267,1,twst,Grapefruit peel,Garnish,11,46,Notte Bene Sour,913,grapefruit peel,grapefruit peel
268,59.10,ml,Spanish brandy,Brandy,5,47,Notte Bene,1680,spanish brandy,spanish brandy
269,14.80,ml,CioCiaro,Liqueur,10,47,Notte Bene,511,ciociaro,ciociaro
270,14.80,ml,Del Capo,Liqueur,10,47,Notte Bene,674,del capo,del capo
271,1,twst,Lemon peel,General,0,47,Notte Bene,1086,lemon peel,lemon peel
272,1,,Brandied cherry,General,0,47,Notte Bene,449,brandied cherry,cherry
273,59.10,ml,Bourbon,Whisky,4,48,Le Nouveau Moureaux,320,bourbon,bourbon
274,14.80,ml,Suze,Liqueur,10,48,Le Nouveau Moureaux,1724,suze,suze
275,14.80,ml,Demerara syrup (2:1),General,0,48,Le Nouveau Moureaux,683,demerara syrup (2:1),demerara syrup
276,2,ds,Grapefruit bitters,General,0,48,Le Nouveau Moureaux,906,grapefruit bitters,grapefruit bitters
277,37.00,ml,Rye,Whisky,4,49,Nude Descending a Staircase,1584,rye,rye
278,22.20,ml,Aquavit,Spirits,21,49,Nude Descending a Staircase,116,aquavit,aquavit
279,14.80,ml,Suze,Liqueur,10,49,Nude Descending a Staircase,1724,suze,suze
280,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,49,Nude Descending a Staircase,228,"bitters, bittermens xocolatl mole","bitters, bittermens xocolatl mole"
281,1,twst,Orange peel,General,0,49,Nude Descending a Staircase,1289,orange peel,orange peel
282,40.70,ml,"Tequila, Calle 23 (Anejo)",Tequila,6,50,Nutty Aztec,1766,"tequila, calle 23 (anejo)","tequila, calle 23 (anejo)"
283,29.60,ml,Vodka,Vodka,3,50,Nutty Aztec,1826,vodka,vodka
284,19.70,ml,Triple sec (Monin),Liqueur,10,50,Nutty Aztec,1792,triple sec (monin),triple sec (monin)
285,29.60,ml,Lime juice,General,0,50,Nutty Aztec,1118,lime juice,lime juice
286,19.70,ml,Aquafaba,General,0,50,Nutty Aztec,115,aquafaba,aquafaba
287,5,dr,"Aztec Chocolate bitters, Fee Brothers",General,0,50,Nutty Aztec,483,"aztec chocolate bitters, fee brothers",cola
288,59.10,ml,Gin (Ki No Bi Kyoto Dry Gin),Gin,1,51,Number 6,808,gin (ki no bi kyoto dry gin),gin (ki no bi kyoto dry gin)
289,14.80,ml,Chambord,Liqueur,10,51,Number 6,440,chambord,chambord
290,14.80,ml,Yuzu juice,General,0,51,Number 6,1885,yuzu juice,yuzu juice
291,1,t,Simple syrup (Blank Slate Black Pepper Rich Simple Syrup),General,0,51,Number 6,1656,simple syrup (blank slate black pepper rich simple syrup),simple syrup
292,14.80,ml,"Walnut Liqueur, Nux Alpina",Liqueur,10,52,Nutty Frenchman,1840,"walnut liqueur, nux alpina","walnut liqueur, nux alpina"
293,14.80,ml,"Bitters, Angostura",General,0,52,Nutty Frenchman,73,"bitters, angostura",bitters
294,22.20,ml,"Orange liqueur, Grand Marnier",Liqueur,10,52,Nutty Frenchman,1282,"orange liqueur, grand marnier","orange liqueur, grand marnier"
295,7.40,ml,"Amaretto, Disaronno",Liqueur,10,52,Nutty Frenchman,35,"amaretto, disaronno","amaretto, disaronno"
296,29.60,ml,Heavy Cream,General,0,52,Nutty Frenchman,608,heavy cream,cream
297,1,sli,Orange peel,General,0,52,Nutty Frenchman,1289,orange peel,orange peel
298,44.40,ml,Mezcal (Smoky),Mezcal,20,53,Oaxaca Forever,1198,mezcal (smoky),mezcal (smoky)
299,22.20,ml,"Coffee liqueur, Bittermens New Orleans Coffee",Liqueur,10,53,Oaxaca Forever,563,"coffee liqueur, bittermens new orleans coffee","coffee liqueur, bittermens new orleans coffee"
300,14.80,ml,Fernet Vallet,Liqueur,10,53,Oaxaca Forever,756,fernet vallet,fernet vallet
301,44.40,ml,Vodka,Vodka,3,54,O'Hana,1826,vodka,vodka
302,14.80,ml,Orgeat,General,0,54,O'Hana,1299,orgeat,orgeat
303,14.80,ml,Lemon juice,General,0,54,O'Hana,1085,lemon juice,lemon juice
304,7.40,ml,Passion fruit syrup,General,0,54,O'Hana,1332,passion fruit syrup,passion fruit syrup
305,7.40,ml,Orange juice,General,0,54,O'Hana,1275,orange juice,orange juice
306,44.40,ml,Reposado Tequila,Tequila,6,55,Oaxacan Dream,1491,reposado tequila,reposado tequila
307,14.80,ml,Mezcal,Mezcal,20,55,Oaxacan Dream,1190,mezcal,mezcal
308,22.20,ml,Dry vermouth,Wine,8,55,Oaxacan Dream,708,dry vermouth,dry vermouth
309,7.40,ml,Bénédictine,General,0,55,Oaxacan Dream,375,bénédictine,bénédictine
310,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,55,Oaxacan Dream,228,"bitters, bittermens xocolatl mole","bitters, bittermens xocolatl mole"
311,1,twst,Grapefruit peel,Garnish,11,55,Oaxacan Dream,913,grapefruit peel,grapefruit peel
312,44.40,ml,Tequila,Tequila,6,56,Oaxacan Smash,1763,tequila,tequila
313,14.80,ml,Mezcal,Mezcal,20,56,Oaxacan Smash,1190,mezcal,mezcal
314,14.80,ml,Agave Syrup,General,0,56,Oaxacan Smash,14,agave syrup,agave syrup
315,3,wdg,Lime,General,0,56,Oaxacan Smash,1113,lime,lime
316,2,lf,Sage,General,0,56,Oaxacan Smash,1606,sage,sage
317,1,spg,Sage,Garnish,11,56,Oaxacan Smash,1607,sage,sage
318,44.40,ml,Pear eau de vie,Brandy,5,57,October's Still Green,1366,pear eau de vie,pear eau de vie
319,14.80,ml,Lime juice,General,0,57,October's Still Green,1118,lime juice,lime juice
320,7.40,ml,Simple syrup,General,0,57,October's Still Green,1656,simple syrup,simple syrup
321,1,t,"Herbal liqueur, Green Chartreuse",Liqueur,10,57,October's Still Green,957,"herbal liqueur, green chartreuse","herbal liqueur, green chartreuse"
322,1,spg,Rosemary,General,0,57,October's Still Green,1547,rosemary,rosemary
323,39.40,ml,"Rum, Bacardi 8",Rum,2,58,Ocho Maneras,1563,"rum, bacardi 8","rum, bacardi 8"
324,29.60,ml,"Dry vermouth, Martini & Rossi",Wine,8,58,Ocho Maneras,712,"dry vermouth, martini & rossi","dry vermouth, martini & rossi"
325,9.90,ml,"Elderflower liqueur, St. Germain",Liqueur,10,58,Ocho Maneras,738,"elderflower liqueur, st. germain","elderflower liqueur, st. germain"
326,2,ds,Orange bitters,General,0,58,Ocho Maneras,1264,orange bitters,orange bitters
327,1,ds,Salt Solution,General,0,58,Ocho Maneras,1616,salt solution,salt solution
328,1,twst,Orange peel,General,0,58,Ocho Maneras,1289,orange peel,orange peel
329,59.10,ml,"Gin, Hendrick's",Gin,1,59,Off The Vine,842,"gin, hendrick's","gin, hendrick's"
330,14.80,ml,"Vodka, Sobieski (Cucumber infused)",Vodka,3,59,Off The Vine,1835,"vodka, sobieski (cucumber infused)","vodka, sobieski (cucumber infused)"
331,14.80,ml,"Aromatized wine, Cocchi Americano",Wine,8,59,Off The Vine,125,"aromatized wine, cocchi americano","aromatized wine, cocchi americano"
332,7.40,ml,Lemon juice,General,0,59,Off The Vine,1085,lemon juice,lemon juice
333,2,ds,"Celery bitters, Bitter Truth Celery",General,0,59,Off The Vine,437,"celery bitters, bitter truth celery",celery bitters
334,59.10,ml,Bourbon,Whisky,4,60,Old Dutchman,320,bourbon,bourbon
335,4,dr,"Blackstrap Bitters, Bittercube",General,0,60,Old Dutchman,269,"blackstrap bitters, bittercube",blackstrap bitters
336,2,t,Maple syrup,General,0,60,Old Dutchman,1160,maple syrup,maple syrup
337,29.60,ml,Red Birch Beer,Beer,7,60,Old Dutchman,1483,red birch beer,red birch beer
338,1,spg,Cinnamon Stick,General,0,60,Old Dutchman,508,cinnamon stick,cinnamon stick
339,1,?,Brandied cherry,General,0,60,Old Dutchman,449,brandied cherry,cherry
340,44.40,ml,Light rum (Overproof),Rum,2,61,Old Painless is Waiting,1100,light rum (overproof),light rum (overproof)
341,29.60,ml,Coconut Water,General,0,61,Old Painless is Waiting,551,coconut water,coconut water
342,22.20,ml,Lime juice,General,0,61,Old Painless is Waiting,1118,lime juice,lime juice
343,14.80,ml,Pineapple syrup,General,0,61,Old Painless is Waiting,1408,pineapple syrup,pineapple syrup
344,7.40,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,61,Old Painless is Waiting,649,"curaçao, pierre ferrand dry","curaçao, pierre ferrand dry"
345,6,dr,Absinthe,Spirits,21,61,Old Painless is Waiting,1,absinthe,absinthe
346,1,pn,Nutmeg,Garnish,11,61,Old Painless is Waiting,1246,nutmeg,nutmeg
347,29.60,ml,"Apple brandy, Aged",Brandy,5,62,Old Number One,87,"apple brandy, aged","apple brandy, aged"
348,29.60,ml,Scotch,Whisky,4,62,Old Number One,1622,scotch,scotch
349,29.60,ml,Sweet vermouth,Wine,8,62,Old Number One,1729,sweet vermouth,sweet vermouth
350,2,ds,"Bitters, Angostura",General,0,62,Old Number One,73,"bitters, angostura",bitters
351,1,,Cherry,Garnish,11,62,Old Number One,450,cherry,cherry
352,59.10,ml,Cachaça,Rum,2,63,Old Sao Paolo,380,cachaça,cachaça
353,14.80,ml,Elisir M. P. Roux (or Green Chartreuse),Liqueur,10,63,Old Sao Paolo,741,elisir m. p. roux (or green chartreuse),elisir m. p. roux (or green chartreuse)
354,1⁄2,,Lime (muddled),General,0,63,Old Sao Paolo,1113,lime (muddled),lime
355,2,,Kumquat,General,0,63,Old Sao Paolo,1067,kumquat,kumquat
356,1⁄2,t,Simple syrup,General,0,63,Old Sao Paolo,1656,simple syrup,simple syrup
357,4,ds,"Bitters, Fee Brothers Whiskey Barrel Aged",Whisky,4,63,Old Sao Paolo,243,"bitters, fee brothers whiskey barrel aged","bitters, fee brothers whiskey barrel aged"
358,1,,Orange peel,Garnish,11,63,Old Sao Paolo,1290,orange peel,orange peel
359,59.10,ml,"Rye, Wild Turkey",Whisky,4,64,On the Night You Were Born,1602,"rye, wild turkey","rye, wild turkey"
360,14.80,ml,"Sherry, Lustau",Wine,8,64,On the Night You Were Born,1647,"sherry, lustau","sherry, lustau"
361,5,dr,"Absinthe, Lucid",Spirits,21,64,On the Night You Were Born,6,"absinthe, lucid","absinthe, lucid"
362,3,dr,"Bitters, Angostura",General,0,64,On the Night You Were Born,73,"bitters, angostura",bitters
