,ingredient_name,type_string,type_num,cocktail_id,cocktail_name
1705,3 Raspberries,Garnish,11,1235,Clover Club
1736,3 coffee beans,Garnish,11,1286,Espresso Vodka Martini
31,Absinthe,Spirits,21,5,Moko Jumbie
429,Absinthe (Atelier Vie Toulouse Red),Spirits,21,165,The Red Corvette
813,Absinthe (Or Herbsaint),Spirits,21,388,Various Positions
300,Absinthe (Rinse of glass),Spirits,21,98,Perverted by Language
1305,Absinthe (for rinse),Spirits,21,824,Frézier
1733,Absinthe Dashes,Garnish,11,1283,Rattlesnake
431,"Absinthe Rouge, Amerique 1912",Spirits,21,166,Red Letters
525,"Absinthe, Absente",Spirits,21,214,SATAMA PUNCH
408,"Absinthe, Copper & Kings Absinthe Superiore",Spirits,21,150,Purification
209,"Absinthe, Lucid",Spirits,21,64,On the Night You Were Born
864,"Absinthe, Mata Hari",Spirits,21,427,Yakuza
855,"Absinthe, Pernod",Spirits,21,423,Wytches' Brew
1956,Acai Liqueur,Liqueur,10,1712,Blame it on Rio
2142,Acerola,General,0,2815,Samba-tini
2055,Acerola Liqueur,Liqueur,10,2251,Globe Trotter Martini
1048,Acid phosphate,General,0,585,Brandy & Bubbles (Shoofly)
2079,Advocaat,Liqueur,10,2524,Banana Coupe
1667,Agave Nectar,General,0,1196,Flawless Victory
107,Agave Syrup,General,0,26,Nectar o(ld) f(ashioned) The Gods
359,Agave syrup (Herb-Infused),General,0,127,Pixie Fingers
582,"Agave syrup, Monin",General,0,242,Silver 75
1470,"Agave syrup, Partida (ginger infused)",General,0,1000,Kentucky Mule
1788,Aged Jamaican rum,Rum,2,1343,The Armande
1623,Aged Rum,Rum,2,1156,Krakatoa
827,Agua Fresca,General,0,403,Watermelon Shandy
1825,Aguardiente,Spirits,21,1389,Bali Hai
2067,Allspice,General,0,2410,Rumstufian
1461,Allspice,Garnish,11,983,Jamaican Beer
118,Allspice Dram,Liqueur,10,31,Negroni Grog
546,"Allspice Dram, Bitter Truth",Liqueur,10,225,Señor Staypuff
41,"Allspice Dram, St. Elizabeth",Liqueur,10,7,A Monkey In Winter
1178,Allspice Tincture,Liqueur,10,682,The Crusher
662,"Allspice Tincture, Dashfire",Liqueur,10,289,St Louis Park
2094,Almond,Garnish,11,2564,"Almond, Salt"
2033,Almond,General,0,2096,Almond Cocktail
1640,Almond Extract,General,0,1172,Steve's Rum Barrel
1291,Almond milk (Unsweetened),General,0,812,Fool's Gold
978,Almond syrup,General,0,521,Bell Weather
1985,Aloe Vera Juice,General,0,1819,Forever Young
911,"Aloe vera liqueur, Chareau",Liqueur,10,468,Aloe'n & Cynical
841,Amaretto,Liqueur,10,414,Winter Solace
175,"Amaretto, Disaronno",Liqueur,10,52,Nutty Frenchman
294,"Amaretto, Lazzaroni",Liqueur,10,95,Pergélisol
915,Amargo-Vallet,Liqueur,10,472,Amargo Agrio
1541,Amaro,Liqueur,10,1109,Melody
916,Amaro (Amarogutta),Liqueur,10,473,Amaro Andrea
276,Amaro (Casoni 1814),Liqueur,10,86,The Peace Cocktail
296,Amaro (Jefferson),Liqueur,10,96,Personal Item
1357,Amaro Abano,Liqueur,10,868,The Gong of Brown Wisdom
387,"Amaro Abano, Luxardo",Liqueur,10,137,Port Royal
1348,Amaro Cora,Liqueur,10,862,Golden Dahlia
1323,Amaro Lucano,Liqueur,10,840,Gato Negro Instantáneo
1083,Amaro Lucano (Lucano Anniversario),Liqueur,10,610,Cantilever
586,Amaro Meletti,Liqueur,10,244,Silvio's Algorithm
38,Amaro Montenegro,Liqueur,10,7,A Monkey In Winter
224,Amaro Nardini,Liqueur,10,69,Orchard Street
58,Amaro Nonino,Liqueur,10,11,Moral Turpitude
972,Amaro Sibilla,General,0,518,Beekeeper's Apprentice
1296,Amaro dell'Erborista,Liqueur,10,814,A Forest
575,"Amaro, Cappelletti Sfumato Rabarbaro",Liqueur,10,236,The Sherried Cherry
477,"Amaro, Cappelletti Sfumato Rabarbaro (Sfumato or Zucca)",Liqueur,10,187,Romancing the Stone
228,"Amaro, Jefferson",Liqueur,10,71,Original Cinn
1317,"Amaro, Lazzaroni",Liqueur,10,834,Gaboon Viper
579,"Amaro, Vecchio Amaro del Capo",Liqueur,10,240,Side Eye
1811,Amarula Cream Liqueur,Liqueur,10,1369,Amarula Colada
269,Amer Picon,Liqueur,10,84,Patois
1219,Amer Picon (or Toriani Amer),Liqueur,10,714,Death & Taxes
211,"Amer Picon, Amer Boudreau",Liqueur,10,65,Onyx
1697,American Gin,Gin,1,1224,Bees Knees
418,Amontillado Sherry,Wine,8,157,Rachel Wall
572,Amontillado Sherry (or Oloroso),Wine,8,234,Sheltering Sky
811,"Amontillado Sherry, González Byass Viña AB",Wine,8,386,VALENCIA COBBLER
862,"Amontillado Sherry, Lustau Dry Amontillado",Wine,8,426,Xocula
694,"Amontillado Sherry, Wisdom and Warter",Wine,8,311,Summer Stalk
1292,"Amontillado Sherry, Wisdom and Warter (or Manzanilla)",Wine,8,812,Fool's Gold
335,Amère Sauvage,Liqueur,10,117,Pining for the Fjords
590,"Amère Sauvage, Bittermens",Liqueur,10,246,Sin Jefe
244,Ancho Reyes Verde chile liqueur,Liqueur,10,77,P'al Don
1746,Anejo Tequila,Tequila,6,1295,Añejo Old Fashioned
1595,Angostura Bitters,General,0,1141,Barrel o' Rum
1732,Angostura Bitters,Garnish,11,1283,Rattlesnake
1539,Anise syrup (Monin),General,0,1108,Medicinal Sour
1927,Anisette,Liqueur,10,1622,Silent Broadsider
1163,Anisette (Meletti),Liqueur,10,670,Corn Flower
2075,Aperitif,Wine,8,2489,1970
54,Aperol,Liqueur,10,10,Montreal Cocktail
1493,Aperol (or Luxardo Bitter),Liqueur,10,1031,Last Year at Marienbad
1290,Apple,General,0,810,Fog in the Orchard
1475,Apple,Garnish,11,1006,Kiss
98,Apple Brandy,Brandy,5,22,Nassau Street Cocktail
1774,Apple Cider,General,0,1326,Stone Wall
1759,Apple Juice,General,0,1311,Ginger's Lost Island
1990,Apple Liqueur,Liqueur,10,1841,Green Dream
1813,Apple Schnapps,Liqueur,10,1373,Apple Daiquiri
1424,Apple Shrub,General,0,942,How Many Pecks in a Bushel
2112,Apple Vodka,Vodka,3,2657,Gala Temptress
1001,Apple bitters,General,0,546,Black Apple Old Fashioned
202,Apple brandy (Aged),Brandy,5,62,Old Number One
931,"Apple brandy, Clear Creek",Brandy,5,483,Apple of My Rye
223,"Apple brandy, Laird's Bonded",Brandy,5,69,Orchard Street
845,"Apple brandy, Lairds",Brandy,5,416,Winterfall
1486,"Apple brandy, Lairds 100 proof",Brandy,5,1019,Lance is Gorges
790,"Apple brandy, Lairds 7.5",Brandy,5,371,Two Apples
132,Apple butter,General,0,35,Newton's Law (apple butter variation)
910,Apple cider,General,0,465,All American Autumn
1259,Apple cider (cloudy),General,0,776,Fake Empire
872,"Apple liqueur, Du Nord",Liqueur,10,435,Yukon Cornelious
781,Apple puree,General,0,365,Treble Green
1385,Apple schnapps liqueur,Liqueur,10,894,Hannah Marina Cocktail
608,Applejack,Brandy,5,260,Smoked Jack Rabbit
148,"Applejack, Lairds",Brandy,5,41,No Rose Nick
1816,Apricot,General,0,1378,Aprioct Daiquiri
1817,Apricot,Garnish,11,1378,"Apricot, Maraschino Cherry, Mint"
1596,Apricot Brandy,Brandy,5,1142,Beachcomber's Punch
1926,Apricot Nectar,General,0,1615,San Sebastian Sling
361,Apricot jam,General,0,128,La Plante de la Lune (Plant of the Moon)
66,Apricot liqueur,Liqueur,10,14,Mount Pelée
1519,Apricot liqueur (Glass rinse),Liqueur,10,1075,Machine Gun Etiquette
1530,"Apricot liqueur, Bitter Truth",Liqueur,10,1092,Marc Coucke
1289,"Apricot liqueur, Luxardo",Liqueur,10,810,Fog in the Orchard
398,"Apricot liqueur, Marie Brizard Apry",Liqueur,10,146,Professor's Row
226,"Apricot liqueur, Rothman & Winter Orchard Apricot",Liqueur,10,70,Orchard Sun
168,Aquafaba,General,0,50,Nutty Aztec
23,Aquavit,Spirits,21,4,"Mockingbird, Wish Me Luck"
421,"Aquavit, Aalborg",Spirits,21,159,Ragnarök
1345,"Aquavit, Aalborg (or kümmel)",Spirits,21,859,Gladstone
1536,"Aquavit, Krogstad",Spirits,21,1101,May Fair
153,"Aquavit, Linie",Spirits,21,44,Norwegian Plum
588,"Aquavit, North Shore",Spirits,21,245,A Simple Quandary
334,"Aquavit, Tattersall",Spirits,21,117,Pining for the Fjords
1262,Armagnac,Brandy,5,780,Farmer's Armagnac
193,"Aromatized wine, Cocchi Americano",Wine,8,59,Off The Vine
529,"Aromatized wine, Cocchi Americano (Or Lillet Blanc)",Wine,8,216,La Savane
464,"Aromatized wine, Cocchi Americano Rosa",Wine,8,182,Ricetta Rosa
240,"Aromatized wine, Cocchi Barolo Chinato",Wine,8,76,Ovid's First Century Myth
518,"Aromatized wine, Cocchi Vermouth di Torino",Wine,8,212,SAMCRO
1474,"Aromatized wine, Dubonnet",Wine,8,1006,Kiss
1069,"Aromatized wine, Dubonnet Rouge",Wine,8,597,Bundt Cake Buddha
1217,"Aromatized wine, Imbue Petal & Thorn",Wine,8,713,Dear Gowanus
33,"Aromatized wine, Lillet Blanc",Wine,8,6,El Momento Perfecto
819,"Aromatized wine, Lillet Blanc (or Cocchi Americano)",Wine,8,394,Vesper
703,"Aromatized wine, Lillet Rose",Wine,8,316,The Summit
1237,"Aromatized wine, Lillet Rouge",Wine,8,742,Drink My Blood
1843,Arrack,Spirits,21,1415,Cali Absinthe
840,"Arrack, White Lion VSOA",Spirits,21,414,Winter Solace
139,Averna,Liqueur,10,38,Night Tripper
1670,Averna Amaro,Liqueur,10,1198,Jeez Louis
1451,Aveze,Liqueur,10,975,Italian Stallion
2116,Avocado,General,0,2659,Gazpacho Cocktail
2089,Avocado,Garnish,11,2544,BLT
169,"Aztec Chocolate bitters, Fee Brothers",General,0,50,Nutty Aztec
401,Añejo rum,Rum,2,148,Provocateur
598,Añejo rum (Barbados preferably),Rum,2,251,A Six for a Nine
483,Añejo rum (Barbancourt 8 Year),Rum,2,191,Rougarou Daiquiri
1087,Añejo rum (Kirk & Sweeney 12 Year),Rum,2,619,Caribbean Coffee Crush
1238,"Añejo rum, Zacapa 23",Rum,2,745,Dyckman After Dark
265,Añejo tequila,Tequila,6,83,Pasado de Moda
1531,Añejo tequila (Jose Cuervo Black),Tequila,6,1093,Margarilla
105,Añejo tequila (Pueblo Viejo),Tequila,6,26,Nectar o(ld) f(ashioned) The Gods
243,"Añejo tequila, Don Julio Añejo",Tequila,6,77,P'al Don
678,"Añejo tequila, Pura Vida",Tequila,6,302,Strawberry Confusa
1951,Bacon,General,0,1694,Bacon Infused Bloody Mary
428,"Bacon syrup, Torani",General,0,161,RCM
795,"Baked Apple Bitters, Barkeep (*)",General,0,373,Two Hits
212,Balsamic Vinegar,General,0,65,Onyx
1852,Banana,Garnish,11,1432,"Banana, Pineapple, Cherry"
1593,Banana,General,0,1140,Banana Daiquiri
645,Banana (Purée),General,0,280,Space Ape
1901,Banana Juice,General,0,1530,La Peche Attitude
1587,Banana Liqueur,Liqueur,10,1138,Aruba Ariba
803,"Barbados Rum, Kaniche",Rum,2,381,Undercover Liar
1264,"Barbados Rum, Mount Gay",Rum,2,781,(Fear is the) Mindkiller
1195,"Barbados Rum, Mount Gay Black Barrel",Rum,2,691,Cuttlefish
799,"Barbados Rum, Mount Gay Eclipse Black",Rum,2,378,Un Poivron en Vacances (Mr Pepper on Holiday)
767,Basil,Garnish,11,353,Tongue Thai'd
302,Basil,General,0,99,Pesto Martini
1748,Basil Leaves,General,0,1300,Cucumber Basil Lime Gimlet
697,"Basil eau de vie, St. George Aqua Perfecta",Brandy,5,312,Summer's Rathbone
149,Baska Snaps,Spirits,21,41,No Rose Nick
214,Batavia Arrack,Rum,2,66,Opium
1249,"Batavia Arrack, Van Oosten",General,0,759,Emperor Norton
578,Becherovka,Liqueur,10,239,Short Sharp Choc
1864,Beef Stock,General,0,1449,Creole
1954,Beer,Beer,7,1699,Beer Buster
975,Beet,Garnish,11,519,Beetox Margarita
974,Beet Puree,General,0,519,Beetox Margarita
264,Beet juice,General,0,82,Pantone
815,Beet syrup,General,0,390,Vegetal Vector
1906,Bell Pepper,General,0,1534,Le Bonheur est dans le Pre
1704,Benedictine,Liqueur,10,1234,Chrysanthemum
881,"Bergamot liqueur, Italicus",Liqueur,10,439,Zerlina
1067,Bergamot orange,General,0,595,Bulwer-Lytton
1015,"Bermuda rum, Gosling's Black Seal",Rum,2,556,Black Stacia
2144,Berry Gin,Gin,1,2822,Sexy Sangria
1996,Berry Liqueur,Liqueur,10,1858,In The Jungle
2026,Berry Vodka,Vodka,3,2075,Wild Berry Pop Tart
137,Bianco Vermouth,Wine,8,37,Nicole Bettinger
804,"Bianco Vermouth, Cinzano Bianco",Wine,8,381,Undercover Liar
46,"Bianco Vermouth, Dolin",Wine,8,8,Montauk (NoMad)
1165,"Bianco Vermouth, Martini & Rossi",Wine,8,673,Corpse ReVeeVer
376,Bigallet China-China,Liqueur,10,133,Poison Arrow
2091,Bilberry Liqueur,Liqueur,10,2547,Blueberry Summer Crush
533,Bing Cherry,General,0,217,Saveur Kiss
965,Bing Cherry,Garnish,11,509,Bangarang
531,Bing cherry syrup (*),General,0,217,Saveur Kiss
619,Bison Grass Vodka,Vodka,3,264,Smokey's Tangle
1917,Bitter Lemon,General,0,1583,Pink Treasure
946,Bitter Truth EXR,General,0,494,Aul Man
1380,"Bitter lemon soda, Fever Tree",General,0,890,Half a Bee
999,"Bitter lemon soda, Great Jamaican (to top)",General,0,543,Bitter Sweet Poison
1764,Bittercube Blackstrap Bitters,General,0,1316,3 Mile Long Island Iced Tea
1725,Bittercube Chipotle Cacao Bitters,General,0,1270,Tequila Sour
1778,Bittercube Trinity Bitters,General,0,1331,East Side
1793,Bittermens Hellfire Habanero Shrub,General,0,1347,Mezcal Fizz
89,Bitters,General,0,19,Nacho Sour
1528,Bitters ('Elemakule Tiki),General,0,1088,ManHartan
775,Bitters (*Five Watt Sweet Fennel Bitters),General,0,357,Tortuga Truth Serum
935,Bitters (5 by 5 Tonics),General,0,485,Aquavit Frappé
894,Bitters (Chinese 5 Spice),General,0,447,5 Spot
791,Bitters (Clove),General,0,371,Two Apples
874,Bitters (Dashfire Allspice),General,0,435,Yukon Cornelious
718,Bitters (Dashfire Ancient Chinese Secret),General,0,324,Tainted Love
668,Bitters (Dead Rabbit Orinoco),General,0,293,STH
1360,Bitters (Dr. Adam Elmegirab's Boker's),General,0,869,The Good Fella
1428,Bitters (El Guapo Polynesian Kiss),General,0,944,Hula Skirt Negroni
1026,Bitters (FIlthy Dirty Cocktail Spice),General,0,567,Bloody Nocturne
844,Bitters (Five Watt - Gin Bitters),General,0,415,Wintery Mix
242,Bitters (Five Watt Coriander Bitters),General,0,76,Ovid's First Century Myth
896,"Bitters (Homemade bitters, cardamom and orange)",General,0,449,The 18th Alchemist
1432,Bitters (Optional),General,0,945,Hulk Smash!
1095,Bitters (Riemerschmid bitters),General,0,623,Carrie's Book Club
1555,Bitters (Thyme),General,0,1125,Millennial Pink
1127,Bitters (Vera's Maine Pine Bitters),General,0,642,Christmas in France
1442,Bitters (Woodford Reserve Sassafras & Sorghum),General,0,965,Irish Albidum
867,Bitters (Xocolatl Mole),General,0,428,Years Of Worry
971,Bitters (bergamot),General,0,515,Be Forewarned
260,Bitters (clove),General,0,81,Papa's Punch
1332,Bitters (coffee and chocolate bitters by Crude),General,0,844,The Geometry of Shadows
642,Bitters (vanilla bitters),General,0,278,Southland
146,"Bitters, 5 by 5 Aged Citrus",General,0,40,No. 67
777,"Bitters, 5 by 5 Aromatic",General,0,360,Traidor
868,"Bitters, Abbott's",General,0,432,You Look Great When I'm High
876,"Bitters, Amargos Chunchos",General,0,437,Zapoteca
62,"Bitters, Angostura",General,0,13,Morning Darling
528,"Bitters, Angostura",Garnish,11,215,Savage Swizzle
1522,"Bitters, Angostura (Infused with Ethiopian Coffee)",General,0,1078,Madison's Revenge
1309,"Bitters, Angostura (optional)",General,0,829,Full Circle
808,"Bitters, Angostura orange",General,0,384,Unusual sour
1538,"Bitters, Aztec Chocolate",General,0,1105,Meatpacker
1194,"Bitters, Bar Keep Chinese Bitters",General,0,690,Curried Away
921,"Bitters, Bitter End Moroccan Bitters (as float)",General,0,478,...and Antarctica
967,"Bitters, Bitter Truth",General,0,511,Bark at the Moon
963,"Bitters, Bitter Truth Aromatic",General,0,508,Bangalter
51,"Bitters, Bitter Truth Celery",General,0,9,The Monte Press
665,"Bitters, Bitter Truth Celery (Spritz, Garnish)",General,0,292,Stay Gold
1039,"Bitters, Bitter Truth Chocolate (Spiced Chocolate)",General,0,577,The Book Deal
1201,"Bitters, Bitter Truth Creole",General,0,697,Daiquiri-73
933,"Bitters, Bitter Truth Jerry Thomas’ Own Decanter",General,0,483,Apple of My Rye
35,"Bitters, Bitter Truth Orange",General,0,6,El Momento Perfecto
1011,"Bitters, Bittercube Blackstrap",General,0,554,Black Rye
1297,"Bitters, Bittercube Bolivar",General,0,814,A Forest
549,"Bitters, Bittercube Cherry Bark Vanilla",General,0,225,Señor Staypuff
888,"Bitters, Bittercube Corazon",Garnish,11,444,3 o'clock
1485,"Bitters, Bittercube Hop Bitters",General,0,1018,Lambic Pentameter
548,"Bitters, Bittercube Jamaican #1",General,0,225,Señor Staypuff
14,"Bitters, Bittermens 'Elemakule Tiki",General,0,2,Mode Pour les Jeunes
1124,"Bitters, Bittermens (Orange Cream Citrate)",General,0,640,Choke On This Drink
797,"Bitters, Bittermens Boston Bittahs",General,0,374,Two Minutes For Boarding
352,"Bitters, Bittermens Burlesque",General,0,125,Piso Mojado
653,"Bitters, Bittermens Hopped Grapefruit",General,0,283,Spicy Bison / Bisonte Picante
26,"Bitters, Bittermens Xocolatl Mole",General,0,4,"Mockingbird, Wish Me Luck"
315,"Bitters, Bittermens Xocolatl Mole (Angostura Cocoa)",General,0,104,The Phrasemaker
1471,"Bitters, Bittermens Xocolatl Mole (Sub chocolate bitters)",General,0,1002,Kilted Flower
1260,"Bitters, Bittermens Xocolatl Mole (or chocolate bitters)",General,0,777,Fall Into Italy
443,"Bitters, Boker's",General,0,173,Requiem for an Old Friend
1053,"Bitters, Boker's (or Angostura)",General,0,588,Brandy Crusta
985,"Bitters, Brooklyn Hemispherical Bitters Black Mission Fig",General,0,528,Betty White
440,"Bitters, Brooklyn Hemispherical Bitters Rhubarb",General,0,172,The Reiley Ridge
357,"Bitters, Dale DeGroff's Pimento Bitters",General,0,126,Pisse Tafia
597,"Bitters, Dr Adam Elmegirab's Orinoco Bitters (2-3)",General,0,250,Siren of the Tropics
1325,"Bitters, Dutch's Colonial",General,0,841,The Gateway
1056,"Bitters, Fee Brothers (Whiskey Barrel Aged)",Whisky,4,589,"Brat Prince, pt. deux"
1121,"Bitters, Fee Brothers Aztec Chocolate",General,0,638,Chocolate Manhattan
281,"Bitters, Fee Brothers Black Walnut",General,0,89,Pecan Pie
1120,"Bitters, Fee Brothers Cherry",General,0,637,Cherry Herring No. 2
414,"Bitters, Fee Brothers Cranberry",General,0,152,Purple Rain
624,"Bitters, Fee Brothers Lemon",General,0,267,Smoky Nail
1062,"Bitters, Fee Brothers Old Fashion",General,0,593,Brown Mountain Lights
231,"Bitters, Fee Brothers Orange",General,0,72,Ott's Special
774,"Bitters, Fee Brothers Peach",General,0,356,Tooth & Nail
154,"Bitters, Fee Brothers Plum",General,0,44,Norwegian Plum
1059,"Bitters, Fee Brothers Rhubarb",General,0,590,British Buck
144,"Bitters, Fee Brothers Whiskey Barrel Aged",Whisky,4,39,Night Ranger
957,"Bitters, Plum Bitters",General,0,504,B.C.M.
884,"Bitters, Plum Bitters (Fee Brothers)",General,0,441,"1,001 Tiaras"
1247,"Bitters, Regans' orange bitters",General,0,750,Ed Mort
1553,"Bitters, Scrappy's (Bergamot bitters)",General,0,1122,The Midnight Tryst
286,"Bitters, Scrappy's Black Lemon",General,0,93,El Pepino
1167,"Bitters, Scrappy's Cardamon",General,0,673,Corpse ReVeeVer
789,"Bitters, Scrappy's Celery",General,0,370,Twentynine Palms
1525,"Bitters, Scrappy's Lavender",General,0,1082,Malicious Mischief
152,"Bitters, Scrappy's Lime",General,0,42,No Problem w/ This 1
1394,"Bitters, Scrappy's Lime (float)",General,0,908,Heisenberg's Blue Sky
825,"Bitters, Stirrings Blood Orange",General,0,402,Ward 8 Tiki
1662,Bittertruth Jerry Thomas Bitters,General,0,1191,Cynar Flip
1731,Black Coffee,General,0,1281,Java Tai
2117,Black Currant Vodka,Vodka,3,2670,Gran Galaxy
1180,Black Pepper,General,0,683,Cthuhlua
2133,Black Pepper,Garnish,11,2773,Petini Cocktail
1441,Black pepper tincture,General,0,965,Irish Albidum
1153,Black peppercorns,General,0,663,Companion
1161,Black truffle oil,General,0,669,"Cordial Magnitude, officially."
744,Blackberry,Garnish,11,339,The Thunderball
410,Blackberry,General,0,151,Purple Mammoth
958,Blackberry (For muddling),General,0,504,B.C.M.
1984,Blackberry Brandy,Brandy,5,1819,Forever Young
1962,Blackberry Liqueur,Liqueur,10,1739,Burgundy Spring Punch
2139,Blackberry Syrup,General,0,2798,Razzonia
436,Blackberry liqueur,Liqueur,10,169,Refresh The Night
413,Blackberry liqueur (Cartron),Liqueur,10,152,Purple Rain
1006,Blackberry preserves (Bonne Maman),General,0,550,Black Clover Club
2097,Blackcurrant Syrup,General,0,2586,Chetta's Punch
1021,Blackcurrant preserves,General,0,564,Blackcurrant Knickerbocker
195,"Blackstrap Bitters, Bittercube",General,0,60,Old Dutchman
1014,"Blackstrap Bitters, Bittercube (full dropper)",General,0,555,Black Scott
85,Blanco Tequila,Tequila,6,19,Nacho Sour
1143,Blanco tequila (100% agave),Tequila,6,651,Clock Water and Smoke
1204,Blanco tequila (Gran Centenario),Tequila,6,700,"Dammit, Jen!"
285,Blanco tequila (as float),Tequila,6,92,Pepper Upper
1511,Blanco tequila (strawberry-infused),Tequila,6,1067,Los Amorosos
1098,"Blanco tequila, Casamigos",Tequila,6,626,Casa Arancione
1374,"Blanco tequila, Don Julio Blanco",Tequila,6,882,The Gringo (From Portland)
350,"Blanco tequila, El Tesoro Platinum",Tequila,6,125,Piso Mojado
150,"Blanco tequila, Milagro",Tequila,6,42,No Problem w/ This 1
249,"Blanco tequila, Milagro Silver",Tequila,6,79,Pamalagro Crusta
485,Blended Scotch,Whisky,4,193,Roysty Nail
873,Blended Scotch (Cutty Sark),Whisky,4,435,Yukon Cornelious
1720,Blended Scotch Whisky,Whisky,4,1262,Rusty Nail
684,"Blended Scotch, Bank Note",Whisky,4,306,Suicide Strawberry Blonde
1179,"Blended Scotch, Black Grouse",Whisky,4,683,Cthuhlua
895,"Blended Scotch, Chivas 18",Whisky,4,449,The 18th Alchemist
859,"Blended Scotch, Dewar's",Whisky,4,425,Xocolatl Talisman
541,"Blended Scotch, Famous Grouse",Whisky,4,222,A Scotsman In Paradise
682,"Blended Scotch, Johnnie Walker Black Label",Whisky,4,304,Stringfellow's Lament
857,"Blended Scotch, Johnnie Walker Red Label",Whisky,4,424,Wrong Week
573,"Blended Scotch, Sheep's Dip",Whisky,4,235,Shepherd's Secret
659,"Blended rum, Banks 5 Island",Rum,2,287,St. Barths Buck
851,Blood Orange Bitters,General,0,419,Witches' Blood
722,Blood Orange Juice,General,0,327,Tallahassee
1832,Blood Orange Liqueur,Liqueur,10,1401,Blood Orange Mint Mojito
1022,Blood orange,Garnish,11,565,Blood Orange
723,Blood orange peel,General,0,327,Tallahassee
1236,Blood orange syrup,General,0,742,Drink My Blood
1941,Bloody Mary Mix,General,0,1676,Absinthe Mary
1598,Blue Curacao,Liqueur,10,1143,Blue Hawaii
599,Blue Curaçao,Liqueur,10,253,Skytanic
91,"Blue Curaçao, Bols",Liqueur,10,20,Nandakhal
561,"Blue Curaçao, Senior Curaçao",Liqueur,10,231,Shark
1050,Blueberry,General,0,586,Bramble Bee
1029,Blueberry,Garnish,11,568,Blue Monday
1947,Blueberry Liqueur,Liqueur,10,1679,All Eyes on Me
1833,Blueberry Schnapps,Liqueur,10,1404,Blue Marlin
977,Blueberry Syrup,General,0,521,Bell Weather
2090,Blueberry Vodka,Vodka,3,2545,Blueberry Rainforest
1713,Boiling Water,General,0,1248,Hot Toddy
1343,Bolivar Bitters,General,0,856,Gingerbread
805,"Bolivar Bitters, Bittercube",General,0,383,"Uno, Dos, Cuarenta y Tres"
1863,Bols Amaretto Foam,Liqueur,10,1448,Creamy Martini
1983,Bols Banana Foam,Liqueur,10,1818,Foamy Popsicle
1979,Bols Blue Foam,Liqueur,10,1802,Electric Screwdriver
2130,Bols Cacao White Foam,Liqueur,10,2756,Orange Collins
2111,Bols Cassis Foam,Liqueur,10,2649,Foamy Bramble
1982,Bols Peppermint Green Foam,Liqueur,10,1816,Foamy After Eight
277,Bonal Gentiane Quina,Wine,8,86,The Peace Cocktail
127,Bourbon,Whisky,4,34,New York Stone Sour
866,Bourbon (100 proof),Whisky,4,428,Years Of Worry
1467,Bourbon (Coffee infused),Whisky,4,994,John the Revelator
1269,Bourbon (Four Roses),Whisky,4,788,Fiji Mermaid
1483,Bourbon (High proof),Whisky,4,1018,Lambic Pentameter
1041,Bourbon (New Holland Beer Barrel Bourbon),Whisky,4,581,Boulevardon
1548,Bourbon (Woodford Reserve Double Oaked),Whisky,4,1118,Midnight in Manhattan (Woodford)
1371,Bourbon (high proof),Whisky,4,880,Grenados Sour
1429,Bourbon (or Brandy),Whisky,4,945,Hulk Smash!
1504,Bourbon (or Cognac),Whisky,4,1050,Lion's Mane
1682,Bourbon Cherry,Garnish,11,1210,Port Light
1572,Bourbon Whiskey,Whisky,4,1134,Slow Comfortable Screw
479,"Bourbon, Basil Hayden's",Whisky,4,189,Rosemary's Bambino
520,"Bourbon, Buffalo Trace",Whisky,4,213,Santa's Little Helper
81,"Bourbon, Bulleit",Whisky,4,18,Mustache Ride
516,"Bourbon, Bulleit (10 year)",Whisky,4,212,SAMCRO
1468,"Bourbon, Bulleit (Vanilla and Orange Infused)",Whisky,4,999,Kentucky Masala
1007,"Bourbon, Elijah Craig",Whisky,4,551,Black Forest Cocktail
1149,"Bourbon, Elijah Craig (12 Year Bourbon)",Whisky,4,658,The Colevardier
1251,"Bourbon, Elijah Craig (Small Batch)",Whisky,4,760,Emotional Tailspin
261,"Bourbon, Four Roses",Whisky,4,82,Pantone
1202,"Bourbon, Four Roses Small Batch",Whisky,4,698,Daisy Duke
375,"Bourbon, Heaven Hill (6-year Bottled-in-Bond)",Whisky,4,133,Poison Arrow
1242,"Bourbon, Jim Beam Black",Whisky,4,748,Easy Speak
495,"Bourbon, Knob Creek",Whisky,4,198,Rusted Julep
796,"Bourbon, Knob Creek (Smoked Maple bourbon)",Whisky,4,374,Two Minutes For Boarding
1115,"Bourbon, Knob Creek (single barrel 120)",Whisky,4,635,Chemlabier
889,"Bourbon, Maker's Mark",Whisky,4,445,4th and Clyde
1107,"Bourbon, Maker's Mark (Chai Infused)",Whisky,4,631,Chai-Town Brown
1480,"Bourbon, Maker's Mark 46",Whisky,4,1010,L'Amour de L'Or
1150,"Bourbon, Old Forester",Whisky,4,660,Colonel Grey
939,"Bourbon, Old Grand Dad 100",Whisky,4,489,As The Seasons Grey
57,"Bourbon, Wild Turkey 101",Whisky,4,11,Moral Turpitude
291,"Bourbon, Woodford Reserve",Whisky,4,94,Perfect Summit Manhattan
1794,Boy Drinks World Serrano Cocktail Spice,General,0,1351,Spicy Dead Lady
162,Brandied cherry,General,0,47,Notte Bene
487,Brandied cherry,Garnish,11,193,Roysty Nail
607,Brandied cherry (Not Luxardo),General,0,259,Slow Reader
1329,Brandied cherry (on a toothpick),General,0,843,Genever Convention
