,name,img,ingredients,recipe,garnish,glass,url
39,Baron Samedii,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Chocolate Liqueur (Wenneker)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orgeat Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Cola (Cherry Coke) - to fill'}, {'amount': '2', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'null', 'name': 'Lime'}]","Fill a highball glass with ice. Add rum, chocolate liqueur, lime juice and orgeat syrup, then fill with Cherry Coke. Stir gently and garnish with maraschino cherries and a lime twist. ","['Maraschino Cherry', ' Lime']",Highball Glass,http://www.completecocktails.com/Drinks/BaronSamedii.aspx#.ZAYB9HZByUk
40,Bat Bite,http://www.completecocktails.com/img/d/l/BatBite.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum (Bacardi Superior)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Chambord Raspberry Liqueur'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Cranberry Juice'}]","Shake rum, raspberry liqueur and cranberry juice with ice in a cocktail shaker. Strain into a chilled shot glass. ",[],Shot Glass,http://www.completecocktails.com/Drinks/BatBite.aspx#.ZAYB-nZByUk
41,Batida de Pina,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2/3', 'unit': 'cup', 'name': 'Pineapple - crushed'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice'}]","Blend white rum, pineapple, sugar and ice on low speed until smooth. Pour into a chilled rocks glass. Garnish with a sprig of mint and serve. ",['Mint'],Rocks Glass,http://www.completecocktails.com/Drinks/BatidadePina.aspx#.ZAYB_3ZByUk
42,Bay Breeze,http://www.completecocktails.com/img/d/l/BayBreeze.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Cruzan Aged Light Rum)'}, {'amount': '2-1/2', 'unit': 'oz', 'name': 'Cranberry Juice'}, {'amount': '2-1/2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'slice', 'name': 'Lime'}]",Fill a highball glass with ice. Add Cruzan rum and cranberry juice and stir. Top with pineapple juice and garnish with a lime slice. ,['Lime'],Highball Glass,http://www.completecocktails.com/Drinks/BayBreeze.aspx#.ZAYCA3ZByUk
43,Bayou Bomb,http://www.completecocktails.com/img/g/l/ShotGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum (150-proof)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Bourbon'}]",Add rum and bourbon to a shot glass. Serve at room temperature and drink very quickly. ,[],Shot Glass,http://www.completecocktails.com/Drinks/BayouBomb.aspx#.ZAYCB3ZByUk
44,Beach Bum,http://www.completecocktails.com/img/d/l/BeachBum.png,"[{'amount': '4', 'unit': 'oz', 'name': 'Clamato Tomato Cocktail'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'slices', 'name': 'Lime'}, {'amount': '2', 'unit': 'slices', 'name': 'Orange'}, {'amount': '4', 'unit': 'leaves', 'name': 'Basil'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lime'}]","Muddle lime, orange and basil in the bottom of a cocktail shaker. Add ice, rum and Clamato juice, and shake vigorously. Strain into a highball glass filled with ice. Top with club soda and garnish with basil and a lime wedge. ","['Basil', ' Lime']",Highball Glass,http://www.completecocktails.com/Drinks/BeachBum.aspx#.ZAYCDHZByUk
45,Beach Bum Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'dash', 'name': 'Grenadine'}, {'amount': 'null', 'unit': 'null', 'name': 'Sugar - to rim glass'}]","Wet the rim of a chilled cocktail glass, then dip into sugar to coat the rim. Shake rum, triple sec, lime juice and grenadine with ice in a cocktail shaker. Strain into the prepared glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/BeachBumCocktail.aspx#.ZAYCEXZByUk
46,Beachcomber's Gold,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Dry Vermouth'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/BeachcombersGold.aspx#.ZAYCFXZByUk
47,Beautiful Beth,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coconut Rum (Malibu)'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Cointreau'}, {'amount': 'null', 'unit': 'null', 'name': 'Cola - to top'}]","Shake the rum, Malibu and Cointreau with ice in a cocktail shaker. Strain into a chilled old-fashioned glass and top with cola. Garnish with maraschino cherries. ",['Maraschino Cherry'],Rocks Glass,http://www.completecocktails.com/Drinks/BeautifulBeth.aspx#.ZAYCGXZByUk
48,Bee's Kiss Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'tsp', 'name': 'Honey'}, {'amount': '1', 'unit': 'tsp', 'name': 'Milk'}]","Shake milk, honey and rum vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/BeesKissCocktail.aspx#.ZAYCHnZByUk
49,Between the Sheets,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Cointreau'}, {'amount': '2', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Simple Syrup'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/BetweentheSheets.aspx#.ZAYCInZByUk
50,Between the Streets,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Curacao - orange liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake brandy, white rum, curacao and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and enjoy. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/BetweentheStreets.aspx#.ZAYCKXZByUk
51,Bikini,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '5', 'unit': 'oz', 'name': 'Milk'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass full of ice. ,[],Highball Glass,http://www.completecocktails.com/Drinks/Bikini.aspx#.ZAYCLnZByUk
52,Birdie Nam Nam,http://www.completecocktails.com/img/g/l/ShotGlass.png,"[{'amount': '1/3', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/3', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Pisang Ambon'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a shot glass and serve. ,[],Shot Glass,http://www.completecocktails.com/Drinks/BirdieNamNam.aspx#.ZAYCMnZByUk
53,Biscayne Bay Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Creme de Cassis'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a slice of lime. ,['Lime'],Cocktail Glass,http://www.completecocktails.com/Drinks/BiscayneBayCocktail.aspx#.ZAYCN3ZByUk
54,Bitches Brew,http://www.completecocktails.com/img/d/l/BitchesBrew.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum (Clement Premiere Canne)'}, {'amount': '1', 'unit': 'oz', 'name': 'Dark Rum (Dos Maderos PX)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Pimento Dram (St. Elizabeth Allspice)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup (Clement Sirop de Canne)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'null', 'name': 'Egg'}, {'amount': 'null', 'unit': 'null', 'name': 'Cinnamon'}, {'amount': 'null', 'unit': 'null', 'name': 'Nutmeg'}]","Shake all ingredients without ice in a cocktail shaker. Add ice, and shake again. Strain into a highball glass full of ice. Garnish with a cinnamon stick and freshly grated nutmeg. ","['Cinnamon', ' Nutmeg']",Highball Glass,http://www.completecocktails.com/Drinks/BitchesBrew.aspx#.ZAYCO3ZByUk
55,Black Devil Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': 'null', 'unit': 'null', 'name': 'Olive - pitted black olive'}]",Stir rum and dry vermouth with ice in a mixing glass. Strain into a chilled cocktail glass. Garnish with a pitted black olive and serve. ,['Black Olive'],Cocktail Glass,http://www.completecocktails.com/Drinks/BlackDevilCocktail.aspx#.ZAYCP3ZByUk
56,Black Maria,http://www.completecocktails.com/img/g/l/BrandySnifter.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Coffee Liqueur'}, {'amount': '4', 'unit': 'oz', 'name': 'Coffee'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sugar'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a snifter full of ice and serve. ,[],Brandy Snifter,http://www.completecocktails.com/Drinks/BlackMaria.aspx#.ZAYCRHZByUk
57,Blood and Sable,http://www.completecocktails.com/img/d/l/BloodAndSable.png,"[{'amount': '3/4', 'unit': 'oz', 'name': 'White Rum (Clement Premiere Canne)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Cherry Brandy (Cherry Heering)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Bitters (Peychaud)'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange'}]","Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with an orange twist, or a flamed orange peel. ",['Orange'],Cocktail Glass,http://www.completecocktails.com/Drinks/BloodandSable.aspx#.ZAYCSHZByUk
58,Blood Orange Mint Mojito,http://www.completecocktails.com/img/d/l/BloodOrangeMintMojito.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Blood Orange Liqueur (DeKuyper)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum (Cruzan)'}, {'amount': '8', 'unit': 'leaves', 'name': 'Mint'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Muddle mint, lime juice and simple syrup in a highball glass. Fill with ice, add blood orange liqueur and white rum and stir. Top with club soda and garnish with a slice of blood orange and a sprig of mint. ","['Orange', ' Mint']",Highball Glass,http://www.completecocktails.com/Drinks/BloodOrangeMintMojito.aspx#.ZAYCTXZByUk
59,Bloody Rum Punch,http://www.completecocktails.com/img/d/l/BloodyRumPunch.png,"[{'amount': '1', 'unit': 'bottle', 'name': 'White Rum (Don Q)'}, {'amount': '1', 'unit': 'bottle', 'name': 'Red Wine'}, {'amount': '6', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '6', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '2', 'unit': 'null', 'name': 'Lime - sliced'}, {'amount': '2', 'unit': 'null', 'name': 'Orange - sliced'}]",Add all ingredients to a punch bowl. Stir well and refrigerate for at least 2 hours. Fill each glass with ice and serve. ,"['Lime', ' Orange']",Pitcher/Punch Bowl,http://www.completecocktails.com/Drinks/BloodyRumPunch.aspx#.ZAYCUnZByUk
60,Blow Me Down,http://www.completecocktails.com/img/g/l/ShotGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (150-proof)'}, {'amount': 'null', 'unit': 'dash', 'name': 'Tabasco Sauce'}]",Pour rum into a room-temperature shot glass. Add a dash or two of Tabasco sauce and serve. ,[],Shot Glass,http://www.completecocktails.com/Drinks/BlowMeDown.aspx#.ZAYCWHZByUk
61,Blue Hawiaiian,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Blue Curacao'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Coconut Cream'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Ice - crushed'}]",Blend all ingredients at high speed until smooth. Pour into a highball glass or a chilled cocktail. Garnish with a slice of pineapple. ,[],Highball Glass,http://www.completecocktails.com/Drinks/BlueHawiaiian.aspx#.ZAYCXHZByUk
62,Blue Marlin,http://www.completecocktails.com/img/d/l/BlueMarlin.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Blueberry Schnapps (DeKuyper)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum (Cruzan)'}, {'amount': '1', 'unit': 'oz', 'name': 'Sour Mix'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon-lime Soda'}]","Fill a highball glass with ice. Add blueberry schnapps, white rum and sour mix, and stir. Fill with lemon-lime soda and serve. Garnish with a candy fish. ",['Candy'],Highball Glass,http://www.completecocktails.com/Drinks/BlueMarlin.aspx#.ZAYCYXZByUk
63,Blueberry Daiquiri,http://www.completecocktails.com/img/d/l/BlueberryDaiquiri.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Don Q)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Violet Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '9', 'unit': 'null', 'name': 'Blueberry'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Sugar'}]","Muddle blueberries, sugar and violet liqueur in the bottom of a cocktail shaker. Add ice, rum and lime juice, and shake vigorously. Strain into a chilled cocktail glass and garnish with a few more blueberries. ",['Blueberry'],Cocktail Glass,http://www.completecocktails.com/Drinks/BlueberryDaiquiri.aspx#.ZAYCZXZByUk
64,Blueberry Mojito High,http://www.completecocktails.com/img/d/l/BlueberryMojitoHigh.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Blueberry Schnapps (DeKuyper)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum (Cruzan)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '8', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Muddle simple syrup, lime juice and mint in the bottom of a highball glass. Fill with ice, add rum and blueberry schnapps and stir. Top with club soda and serve. ",['Mint'],Highball Glass,http://www.completecocktails.com/Drinks/BlueberryMojitoHigh.aspx#.ZAYCanZByUk
65,Blueberry Mojito Rose,http://www.completecocktails.com/img/d/l/BlueberryMojitoRose.png,"[{'amount': '1', 'unit': 'oz', 'name': ""Rose's Mojito""}, {'amount': '1', 'unit': 'oz', 'name': ""Rose's Blueberry""}, {'amount': '1/2', 'unit': 'oz', 'name': ""Rose's Lime""}, {'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Lime'}]","Fill a highball glass with ice. Add Rose's cordials (mojito, blueberry and lime) and rum. Fill with club soda and garnish with a lime wedge and a sprig of mint. ",['Mint'],Highball Glass,http://www.completecocktails.com/Drinks/BlueberryMojitoRose.aspx#.ZAYCbnZByUk
66,Boadas Cocktail,http://www.completecocktails.com/img/d/l/BoadasCocktail.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Bacardi Superior)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cointreau'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with an orange twist. ,['Orange'],Cocktail Glass,http://www.completecocktails.com/Drinks/BoadasCocktail.aspx#.ZAYCc3ZByUk
67,Bolero,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apple Brandy'}, {'amount': '3-4', 'unit': 'drops', 'name': 'Sweet Vermouth'}]","Shake the rum, apple brandy and sweet vermouth well with ice in a cocktail shaker. Strain into an old-fashioned glass. Squeeze a lemon twist over the drink, then drop it in. ",['Lemon'],Rocks Glass,http://www.completecocktails.com/Drinks/Bolero.aspx#.ZAYCd3ZByUk
68,Bootsy Collins,http://www.completecocktails.com/img/d/l/BootsyCollins.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Citrus Rum (Don Q Limon)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum (Don Q)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cinnamon Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake rum, citrus rum, elderflower liqueur, lemon juice and cinnamon syrup with ice in a cocktail shaker. Strain into a highball glass packed with ice and fill with club soda. Stir gently and garnish with a lemon twist. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/BootsyCollins.aspx#.ZAYCfHZByUk
69,Borinqueno,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Passion Fruit Syrup'}, {'amount': '1', 'unit': 'tsp', 'name': 'White Rum (151-proof)'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Add all ingredients to a blender and blend on low speed until smooth. Pour into a chilled rocks glass and serve. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/Borinqueno.aspx#.ZAYCgXZByUk
70,Borinqueno,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Passion Fruit Syrup'}, {'amount': '1', 'unit': 'tsp', 'name': 'White Rum (151-proof)'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Add all ingredients to a blender and blend on low speed until smooth. Pour into a chilled rocks glass and serve. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/Borinqueno.aspx#.ZAYCh3ZByUk
71,Bossanova,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Galliano'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '2', 'unit': 'oz', 'name': 'Apple Juice - pressed'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Simple Syrup'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass filled with ice. Garnish with lime wedges. ,['Lime'],Highball Glass,http://www.completecocktails.com/Drinks/Bossanova.aspx#.ZAYCi3ZByUk
72,Boston Cooler,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake rum, sugar and lemon juice with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with club soda and stir, then garnish with a lemon twist. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/BostonCooler.aspx#.ZAYCj3ZByUk
